,val_loss,loss,precision,recall,f1,bce,roc-auc,pr-auc,val_precision,val_recall,val_f1,val_bce,val_roc-auc,val_pr-auc
0,0.38544518821750456,0.38596975127691846,0.1481331428449581,0.5399502564899735,0.23248498234693707,0.38158352483708413,0.5576991657594081,0.15206315739040566,0.14692470724240542,0.5351267056530215,0.23054958344531037,0.38085016867108645,0.5565784528555241,0.15288979213670045
1,0.385455524673101,0.3854098796813353,0.14787127553085,0.5396393595523085,0.23213360303582473,0.38136329664535823,0.5594182892760955,0.15339855473141054,0.14674052528017795,0.5349707602339181,0.23030831976636845,0.380736889879033,0.5566977146527538,0.1530364481794773
2,0.38538716965628594,0.3853685211742165,0.14857569614851168,0.5411938442406342,0.23314526795131504,0.3813429009347409,0.5601779867127972,0.1532867063756535,0.14759532108718432,0.5381676413255361,0.23165738068067396,0.3807258033232391,0.5573234730390966,0.1532225733593573
3,0.385399175457885,0.3852994231526272,0.14877339943584922,0.5411161200062179,0.23338138178405016,0.38132068598389623,0.5603719128433435,0.15313705892137286,0.14745388718695773,0.5366861598440545,0.23134579187953752,0.3807438437320292,0.5566844948460754,0.1530240997515533
4,0.38546133144443623,0.3853773798897219,0.148392750277849,0.5396393595523085,0.23277567304790958,0.3813940100149065,0.5589905678206413,0.15316248853832315,0.14775045635133685,0.5364522417153996,0.231688836504462,0.3807899411506206,0.5564322747090138,0.15212393635127278
5,0.3854078320412682,0.38539291997314595,0.14925053533190577,0.5417379138815482,0.2340261222845247,0.3813462994519994,0.5597769791161384,0.15336136466094957,0.14778812447579517,0.5358284600389863,0.2316768929944036,0.38073137782379984,0.5566243201286204,0.15311085315486442
6,0.38537767809521445,0.38531342855899087,0.1488447645713553,0.5412715684750505,0.23348364709235075,0.3813213828779012,0.5604578587164843,0.15342690547388155,0.14741956889355054,0.5369980506822613,0.23133250478653725,0.38073741354778406,0.5570389967526278,0.15320507595568683
7,0.3854388092780818,0.3853534864907881,0.14816313491640934,0.5407274988341365,0.2325939051503653,0.38137275290079414,0.5593271831360545,0.1529295108893815,0.14750593316371255,0.537933723196881,0.23152560574535203,0.38076179449863734,0.5563605666493928,0.15285807561749212
8,0.38542027938338264,0.38540422959424153,0.14868100389071787,0.5405720503653039,0.23321708805579772,0.38140392654180527,0.5589297542759221,0.15279339693451766,0.14748247839360193,0.5348927875243664,0.2312138728323699,0.3807696303605288,0.5564829437772489,0.15244853053034363
9,0.3853732104272773,0.38533700251853936,0.14846536662466092,0.5402611534276387,0.23292284493591353,0.38134125868611035,0.560169884603159,0.15323794840531949,0.1474669179050148,0.5369980506822613,0.23139079745325652,0.38073565555781125,0.5570591323607428,0.15325064421242396
10,0.3854203807338606,0.3853221783630544,0.14845549961600818,0.540882947302969,0.23296843091962102,0.3814050999305025,0.5590595463615702,0.15282330399283262,0.1477287295414726,0.539103313840156,0.2319083636607577,0.3807394219542295,0.5565931775556215,0.15275171920897818
11,0.3854407003064742,0.3854048818274812,0.14773961372202465,0.539250738380227,0.2319354137763886,0.3813696972393617,0.5595290597348608,0.15269719315287356,0.14705882352941177,0.5360623781676414,0.23080151070079732,0.3807349467609823,0.5566212879808098,0.15301882020332497
12,0.3853759872102092,0.3853590506156382,0.1484784328821026,0.5396393595523085,0.2328810773642813,0.38134402705952525,0.5600097468477067,0.1531444204249312,0.14708785784797632,0.5344249512670566,0.23068508826548645,0.3807116549426317,0.5574150215420015,0.1533930144580749
13,0.385399509616454,0.38530260858096077,0.14872781697669446,0.5406497745997202,0.23328191025555034,0.3813757677793503,0.55944559275225,0.15280264032571628,0.1470550439066181,0.5353606237816764,0.23073174829874823,0.3807457859763503,0.5565575346133872,0.15317260724442455
14,0.3854548196167307,0.3853897811347908,0.14823504319078595,0.5401834291932225,0.23263208983950057,0.3813883958137408,0.5593828462259625,0.15249567752142573,0.14721084350269156,0.5352046783625731,0.23090896857969453,0.38076525207854806,0.5560949437929017,0.15297975926098595
