,hospital_only,hglm,nn
620,-1.9036504,-2.703478,-1.8062484
621,-2.1349614,-2.7001438,-1.8167511
622,-2.0123763,-2.8012574,-1.8678983
623,-1.9837515,-2.8168797,-1.9027632
624,-1.899195,-2.6123042,-1.7992253
625,-1.938477,-2.4671924,-1.8110497
626,-1.5923792,-2.4589887,-1.6531864
627,-1.9022571,-2.5496316,-1.8289797
628,-2.063995,-2.793024,-1.839693
629,-2.0867493,-3.0721107,-1.9206353
630,-1.8432101,-2.4198585,-1.6290863
631,-1.6056074,-2.4322958,-1.7023841
632,-2.29899,-2.8364363,-1.8660709
633,-1.7545607,-2.4698274,-1.7812726
634,-2.036969,-2.8734422,-1.9768127
635,-1.9180503,-2.6374128,-1.8521063
636,-2.1639,-3.083088,-1.9453301
637,-1.9183508,-2.6334622,-1.84313
638,-1.9464982,-2.6788988,-1.8515793
639,-1.9728,-2.8495014,-1.8764347
640,-1.9759499,-2.685959,-1.8574071
641,-2.0331426,-2.8893335,-1.9110557
642,-1.8738886,-2.65217,-1.8478914
643,-1.9640172,-2.6122313,-1.8024526
644,-1.773,-2.5410783,-1.7109785
645,-1.8810656,-2.6241705,-1.8174112
646,-2.1954865,-3.2849388,-1.894333
647,-2.1283753,-2.9171338,-1.9503158
648,-1.9194543,-2.5608268,-1.8095075
649,-1.8416575,-2.7560587,-1.8714043
650,-1.7368221,-2.5526378,-1.8417112
651,-2.0317643,-3.0897992,-1.9936236
652,-2.2426512,-2.917788,-1.9811112
653,-1.9627247,-2.7574327,-1.8323641
654,-1.9544308,-2.6421485,-1.8414677
655,-2.0285265,-2.9253628,-1.9127183
656,-2.1010206,-2.8981278,-1.9764878
657,-1.8943495,-2.7377992,-1.8830106
658,-1.7667109,-2.5778046,-1.6761439
659,-1.9750651,-2.7588875,-1.8546308
660,-1.9113373,-2.5576882,-1.8036412
661,-1.9568359,-2.570839,-1.8056264
662,-1.9852872,-2.5174532,-1.7429742
663,-2.0725193,-2.6288657,-1.8170084
664,-1.8530574,-2.5617707,-1.8184396
665,-1.7991192,-2.643862,-1.8027164
666,-2.1306875,-2.9954727,-1.9560142
667,-1.9038936,-2.6730351,-1.7892131
668,-2.0282867,-3.045195,-1.8660842
669,-1.8429799,-2.341849,-1.6346232
670,-1.8701874,-2.4488833,-1.7741863
671,-2.0490124,-2.8654382,-1.942259
672,-1.7604524,-2.5726345,-1.7843881
673,-1.8419524,-2.6719632,-1.7844421
674,-2.0108473,-2.8604221,-1.8632342
675,-1.8027577,-2.4619608,-1.7048424
676,-1.9688919,-2.5915754,-1.7432781
677,-1.9413354,-2.792412,-1.8799021
678,-2.1000974,-3.0959878,-1.9581829
679,-1.9274644,-2.4080918,-1.6642606
680,-2.0721366,-2.861117,-1.9254841
681,-1.8776357,-2.5456629,-1.7314249
682,-1.7269777,-2.6397872,-1.8112519
683,-1.9086219,-2.7161038,-1.8790565
684,-2.1788394,-2.8801749,-1.9318438
685,-2.0856328,-2.8155224,-1.824587
686,-1.9329984,-2.7237446,-1.8615893
687,-2.2065413,-2.8460217,-1.9973533
688,-1.7765361,-2.5563636,-1.7310216
689,-2.1071324,-2.915259,-1.984785
690,-1.9944131,-2.7163835,-1.8524457
691,-2.048858,-2.9497976,-1.9265583
692,-1.898049,-2.5835469,-1.7697922
693,-1.9350353,-2.6123993,-1.819668
694,-2.0543432,-2.729308,-1.8710859
695,-1.7801292,-2.489866,-1.7660139
696,-2.0927675,-2.8351395,-1.9086328
697,-2.0325854,-3.017472,-1.8965245
698,-1.6812147,-2.4175506,-1.6757772
699,-1.9749523,-2.795246,-1.8933378
700,-1.7862024,-2.3482392,-1.666989
701,-2.0045044,-2.7822044,-1.9369178
702,-1.5114385,-2.2784307,-1.5600207
703,-1.490387,-2.2414012,-1.5061169
704,-1.825526,-2.5183852,-1.7906634
705,-1.8048692,-2.496257,-1.7165065
706,-1.9559618,-2.7423158,-1.8517057
707,-1.9660487,-2.6491954,-1.8603637
708,-1.7317076,-2.578172,-1.7869867
709,-1.9082156,-2.42295,-1.5886395
710,-1.8758386,-2.5700912,-1.7367823
711,-1.7415515,-2.5591063,-1.72999
712,-2.108556,-2.8942893,-1.8795828
713,-2.0532653,-2.9625564,-1.9194411
714,-2.1958723,-2.7129283,-1.8088876
715,-1.8087343,-2.6031644,-1.8312131
716,-2.0761645,-2.9381313,-1.9662938
717,-1.9558088,-2.6983054,-1.7804209
718,-1.70267,-2.4989836,-1.6797382
719,-2.017199,-2.8091123,-1.9371148
720,-2.1173534,-3.0446627,-1.9481716
721,-1.8907361,-2.5874782,-1.7882037
722,-1.6769562,-2.3847985,-1.5659918
723,-1.9072926,-2.4328456,-1.7720451
724,-1.5938574,-2.401589,-1.717072
725,-1.9937865,-2.8711143,-1.9079874
726,-1.9712108,-3.070651,-1.9337476
727,-1.957844,-2.7016213,-1.8687913
728,-1.7570217,-2.5407236,-1.7985226
729,-1.7713821,-2.4479733,-1.6676625
730,-1.9623425,-2.7038655,-1.8464679
731,-1.9761361,-2.97912,-1.9061751
732,-1.7522154,-2.4370844,-1.6539828
733,-1.9853884,-2.814795,-1.8551172
734,-1.7137338,-2.5217755,-1.7455672
735,-2.135955,-2.7530544,-1.8832394
736,-1.9400566,-2.6175113,-1.8138463
737,-2.0989003,-2.6964612,-1.8308319
738,-1.6806309,-2.4227436,-1.6495209
739,-1.751819,-2.4560986,-1.6833086
740,-1.758677,-2.381137,-1.6754248
741,-1.7630374,-2.5352101,-1.7666006
742,-2.219253,-3.0154364,-2.033227
743,-1.9027938,-2.789688,-1.9073459
744,-1.8218743,-2.1717381,-1.727504
745,-1.9636667,-2.7515185,-1.8404304
746,-2.0544713,-2.890815,-1.9997857
747,-1.6607863,-2.4890363,-1.6516242
748,-1.9116387,-2.659716,-1.9024961
749,-2.1355042,-2.7267208,-1.849638
750,-1.7946088,-2.1081686,-1.6063899
751,-1.7583561,-2.5853622,-1.8282689
752,-2.0997329,-2.9315054,-1.9246272
753,-1.8625958,-2.6305,-1.7758149
754,-1.9018239,-2.7643833,-1.8625714
755,-1.7390481,-2.4339561,-1.6491747
756,-1.8373978,-2.6894958,-1.8570701
757,-1.8562775,-2.5863724,-1.7884245
758,-1.8842375,-2.728203,-1.8830938
759,-1.8997365,-2.692733,-1.8354747
760,-1.9121027,-2.7038276,-1.8838396
761,-1.8827324,-2.445909,-1.6996306
762,-1.880665,-2.5524855,-1.794189
763,-1.8534931,-2.6244779,-1.8018934
764,-2.019714,-2.7827482,-1.9265084
765,-2.036792,-2.7020059,-1.8759127
766,-1.7283837,-2.3943067,-1.682719
767,-1.9358689,-2.6892812,-1.8567524
768,-1.9418857,-2.8611343,-1.891567
769,-1.7829617,-2.7149322,-1.7873628
770,-1.7330344,-2.266554,-1.5312268
771,-2.15178,-2.8862677,-1.9074782
772,-1.8609428,-2.6475272,-1.7572725
773,-1.9889452,-2.8024397,-1.9770156
774,-1.9502048,-2.5284255,-1.7859093
775,-1.6908815,-2.3713207,-1.5990938
776,-1.8494807,-2.7383878,-1.8473551
777,-1.978327,-2.777272,-1.9072845
778,-1.4580762,-2.139391,-1.4223218
779,-1.9681621,-2.8648274,-1.9182934
780,-2.04442,-2.863382,-1.9309207
781,-1.6536251,-2.5232394,-1.7820913
782,-1.8966982,-2.689674,-1.8378137
783,-2.129858,-3.075157,-1.8649323
784,-1.8159883,-2.4907374,-1.7187799
785,-1.4102812,-1.804319,-1.3233688
786,-1.7932525,-2.2951286,-1.5248859
787,-1.881768,-2.5099027,-1.8032849
788,-1.9872483,-2.7753394,-1.8649653
789,-1.8927907,-2.6019795,-1.7960128
790,-1.9529251,-2.8458095,-1.9764879
791,-1.8000264,-2.3970392,-1.6607672
792,-2.0033584,-2.8564992,-1.8582902
793,-1.9510456,-2.6415071,-1.7952183
794,-1.7993988,-2.5600152,-1.7700241
795,-1.9018085,-2.7307644,-1.8901111
796,-1.937423,-2.89075,-1.9795818
797,-1.8895798,-2.8000748,-1.9072845
798,-1.902257,-2.4896622,-1.7881167
799,-2.1974897,-2.9327555,-1.9587398
800,-1.9664253,-2.7539647,-1.8526582
801,-1.7741511,-2.2905343,-1.6940849
802,-1.850576,-2.3749294,-1.5907791
803,-1.8176932,-2.4067996,-1.7392236
804,-1.8863757,-2.5939777,-1.7464772
805,-2.1434364,-2.8333108,-2.0189583
806,-1.9038272,-2.6565044,-1.8000879
807,-2.2232547,-2.9933274,-1.8816739
808,-1.9932194,-2.7151306,-1.8849962
809,-1.7133943,-2.5354948,-1.6646307
810,-2.0383885,-2.786265,-1.888842
811,-1.843898,-2.5570152,-1.7584301
812,-1.7316616,-2.2991853,-1.674312
813,-1.6051134,-2.3633254,-1.6467708
814,-1.7957748,-2.5420365,-1.668823
815,-1.7911316,-2.535983,-1.7565511
816,-1.9882658,-2.6573088,-1.8180194
817,-1.868219,-2.5865312,-1.7781715
818,-1.8840597,-2.5983396,-1.7364262
819,-1.9185531,-2.718124,-1.8450639
820,-1.9526713,-2.67946,-1.8310345
821,-1.9336826,-2.4518182,-1.7756758
822,-1.7532715,-2.6344244,-1.7526888
823,-1.9866482,-2.7397594,-1.8887786
824,-2.0240724,-2.6314151,-1.7632313
825,-2.0510147,-2.8296843,-1.9166642
826,-1.7759122,-2.6237302,-1.7622544
827,-1.9287071,-2.8428528,-1.8486353
828,-1.9386641,-2.846752,-1.8762915
829,-3.0860033,-3.749136,-2.1827693
830,-1.9450388,-2.5537589,-1.7737751
831,-1.9250511,-2.5323248,-1.7747169
832,-1.9254271,-2.5476966,-1.7998139
833,-2.0452206,-2.8987849,-1.8805711
834,-1.8310981,-2.5841663,-1.7874237
835,-1.6782893,-2.5418632,-1.7486516
836,-1.6873405,-2.2618756,-1.7574592
837,-1.9659386,-2.294464,-1.7633854
838,-1.9131646,-2.7664378,-1.8842744
839,-2.1525757,-2.88724,-1.9080769
840,-1.7406359,-2.4898646,-1.6842892
841,-2.103432,-2.6728022,-1.8119174
842,-2.0368395,-2.8005092,-1.8535501
843,-1.8817647,-2.7115242,-1.817318
844,-1.972121,-2.8291352,-1.8783298
845,-1.9957333,-2.7116184,-1.8375815
846,-2.0433335,-3.0249088,-1.9839422
847,-2.0043712,-2.8628893,-1.9652865
848,-1.8726288,-2.6743155,-1.8527097
849,-2.2305975,-3.0962884,-2.0102167
850,-2.0589285,-2.759142,-1.8493665
851,-1.7950494,-2.4649196,-1.7256685
852,-1.7770823,-2.503202,-1.764892
853,-1.8273348,-2.5449905,-1.7715145
854,-2.0523307,-2.8379564,-1.9390818
855,-1.9091142,-2.5736065,-1.8185495
856,-2.241204,-2.9249864,-1.9684122
857,-1.8758457,-2.6068196,-1.823035
858,-1.6802986,-2.3203995,-1.5467846
859,-1.8771868,-2.4129994,-1.7261593
860,-1.8754991,-2.8281178,-1.9226753
861,-1.8708494,-2.6079817,-1.8188372
862,-2.073382,-2.8445249,-1.8659708
863,-1.976731,-2.722026,-1.8090968
864,-1.8287023,-2.5381792,-1.7964106
865,-1.8295345,-2.2843513,-1.5859616
866,-2.3102322,-3.1046963,-1.8670194
867,-1.8660201,-2.7757187,-1.9121965
868,-2.6458135,-2.728221,-1.8359627
869,-2.154419,-2.8614218,-1.8396726
870,-1.9382145,-2.699447,-1.837787
871,-1.9246877,-2.8392663,-1.8797293
872,-1.995193,-2.9018366,-1.9422934
873,-2.0106905,-2.8974547,-2.005021
874,-1.9979472,-2.7715557,-1.8573486
875,-1.8358287,-2.3811262,-1.6483536
876,-2.0931308,-3.027958,-1.9178239
877,-1.8503819,-2.6754138,-1.7860624
878,-1.8491392,-2.710373,-1.8520963
879,-1.8363476,-2.562625,-1.7305621
880,-2.0661578,-3.0795953,-1.9560083
881,-1.8818955,-2.5940442,-1.7534314
882,-2.0409296,-2.8225918,-1.8739033
883,-1.930718,-2.6140416,-1.834071
884,-1.8215455,-2.470418,-1.7048801
885,-1.9636732,-2.6612551,-1.8002273
886,-1.9201671,-2.7446458,-1.8669152
887,-1.7739289,-2.5060377,-1.7101996
888,-2.1466253,-2.832716,-1.9233603
889,-2.0235193,-2.6185815,-1.8141935
890,-1.930237,-2.6953635,-1.855248
891,-2.2254312,-3.0338266,-2.09383
892,-1.9484606,-2.772155,-1.846152
893,-1.9483786,-2.4719374,-1.7539018
894,-1.9966568,-2.8569956,-1.8939157
895,-2.0504694,-2.9349618,-1.9226309
896,-1.8688166,-2.653117,-1.8147993
897,-1.950539,-2.5548658,-1.8046509
898,-1.8885288,-2.603096,-1.8206811
899,-2.0800216,-3.0432656,-1.9710686
900,-2.015277,-2.7452936,-1.8573188
901,-1.9898031,-2.8200326,-1.9421799
902,-2.063001,-2.8805428,-1.9688135
903,-2.0313783,-2.9313242,-1.9843832
904,-1.6440086,-2.304791,-1.5211989
905,-2.0024402,-2.648161,-1.8294617
906,-1.7360457,-2.339482,-1.6320443
907,-2.084077,-2.8588135,-1.9319547
908,-2.069163,-2.941008,-1.951129
909,-2.0075967,-2.5728586,-1.7585341
910,-2.067375,-2.6648405,-1.8045784
911,-2.052838,-2.7763426,-1.8749213
912,-2.004241,-2.798763,-1.8433944
913,-1.6791623,-2.3971717,-1.5890814
914,-2.201973,-3.0340993,-1.9966455
915,-1.9003925,-2.4547637,-1.7954925
916,-1.9170257,-2.836156,-1.9248316
917,-1.9507961,-2.8046224,-1.8617073
918,-1.909514,-2.482444,-1.7627722
919,-2.1711667,-3.0765185,-1.9076198
920,-2.022215,-2.8566117,-1.8513341
921,-2.0761576,-2.6879,-1.8125006
922,-1.8776748,-2.6807494,-1.8405997
923,-2.1019192,-2.7135122,-1.8203473
924,-1.9616978,-2.7891068,-1.8632096
925,-2.0625691,-2.775592,-1.9315302
926,-1.8284295,-2.4604316,-1.7009457
927,-1.6856873,-2.4732113,-1.75368
928,-1.9798876,-2.642257,-1.8404138
929,-2.0059383,-2.824175,-1.9170384
930,-1.6693397,-2.545219,-1.7963678
931,-1.9859934,-2.801117,-1.8530593
932,-1.9519925,-2.7857573,-1.8970854
933,-1.7345172,-2.5577047,-1.826122
934,-1.5507369,-2.3489687,-1.5685503
935,-1.8424301,-2.5275426,-1.7370974
936,-2.043543,-2.8063078,-1.8567786
937,-2.3688092,-3.1836882,-1.905099
938,-1.9860922,-2.5616686,-1.8116
939,-1.9144329,-2.5521142,-1.8052254
940,-1.7930033,-2.6426003,-1.8071246
941,-1.8360009,-2.495045,-1.7710115
942,-2.056927,-2.7165103,-1.8665711
943,-1.9818295,-2.6597712,-1.833319
944,-2.2682574,-3.1013575,-1.9120666
945,-2.019672,-2.7771964,-1.8949279
946,-1.9745493,-2.567486,-1.7666452
947,-1.6715214,-2.252079,-1.5468572
948,-1.840006,-2.6811402,-1.7841141
949,-2.0473742,-2.9127939,-1.925383
950,-1.9429927,-2.4899528,-1.7249444
951,-2.036997,-2.7001057,-1.8679799
952,-1.9314493,-2.7755525,-1.8987762
953,-2.1704662,-3.0488021,-1.97011
954,-2.0271935,-2.8315513,-1.9222634
955,-1.7871194,-2.6607347,-1.8313868
956,-2.009879,-2.5846143,-1.870641
957,-1.9776559,-2.789996,-1.900426
958,-1.7614601,-2.499748,-1.8449087
959,-1.9668398,-2.8074875,-1.9128933
960,-1.9739273,-2.8573909,-1.8608837
961,-1.9786174,-2.8370938,-1.8800926
962,-2.0921729,-2.923972,-1.9900299
963,-1.8971652,-2.4440293,-1.7592244
964,-1.866212,-2.471393,-1.7802184
965,-1.9711275,-2.7553115,-1.9490939
966,-2.1593094,-2.8823721,-1.9209017
967,-2.1144514,-3.0255196,-2.1194868
968,-2.3182194,-2.8352132,-1.9748194
969,-1.919712,-2.7007356,-1.8416528
970,-1.9476104,-2.5512884,-1.7964005
971,-1.9973519,-2.7865608,-1.9022399
972,-2.1291924,-3.1578887,-1.9341954
973,-1.9679229,-2.8378568,-1.8600663
974,-1.7945108,-2.500458,-1.7621964
975,-1.9372071,-2.690156,-1.8044565
976,-2.0020206,-2.7440648,-1.9076227
977,-2.1670477,-2.8978004,-1.9611838
978,-2.1651335,-2.7053964,-1.8148451
979,-1.8241812,-2.4612582,-1.716491
980,-2.053004,-2.7257009,-1.8458261
981,-1.6677922,-2.4513052,-1.7148143
982,-1.9813263,-2.6031477,-1.7899159
983,-1.8604755,-2.619734,-1.759438
984,-1.907215,-2.6937704,-1.8704209
985,-1.5199585,-2.1973543,-1.6093452
986,-2.0847404,-3.0276067,-1.9362272
987,-1.8819721,-2.7082267,-1.8194523
988,-2.0557852,-2.9142737,-1.9354695
989,-2.0414681,-2.8879313,-1.9933827
990,-2.2109184,-3.0079892,-1.9285791
991,-1.9725258,-2.7502725,-1.8403473
992,-1.8303416,-2.5423403,-1.7558885
993,-1.9513243,-2.4387414,-1.6078142
994,-1.8828244,-2.5188563,-1.7711917
995,-1.7766,-2.4509966,-1.7198706
996,-1.8716216,-2.7281792,-1.8355678
997,-1.8937328,-2.5528302,-1.8028939
998,-1.7799256,-2.3783674,-1.726535
999,-1.8270551,-2.578002,-1.8212634
1000,-1.8950311,-2.7852583,-1.8819165
1001,-2.1702967,-2.9477582,-1.9350405
1002,-1.7072797,-2.5203056,-1.7315073
1003,-2.0953426,-2.8016686,-1.8710234
1004,-1.8997227,-2.5994859,-1.7764181
1005,-1.7316967,-2.4077826,-1.6622496
1006,-1.745101,-2.5100021,-1.698636
1007,-1.9463662,-2.9170184,-1.933932
1008,-1.9218006,-2.670471,-1.8100996
1009,-1.7978206,-2.6439111,-1.8223068
1010,-2.0645022,-2.948649,-2.0090501
1011,-2.0796723,-2.8042598,-1.8864855
1012,-1.7134584,-2.4427454,-1.658277
1013,-1.9433209,-2.6513834,-1.7938492
1014,-1.926222,-2.767423,-1.8416319
1015,-2.0241034,-2.696557,-1.8221408
1016,-1.9126014,-2.6194522,-1.8131193
1017,-1.9365263,-2.6008282,-1.7944546
1018,-1.7953149,-2.5991368,-1.7538205
1019,-2.0053806,-2.9378688,-1.9043473
1020,-1.9162979,-2.7544842,-1.8629518
1021,-1.781164,-2.5196178,-1.7627138
1022,-1.8335874,-2.6518605,-1.8068496
1023,-1.7997589,-2.505094,-1.7648609
1024,-2.0326023,-2.7417507,-1.9604439
1025,-1.884031,-2.805545,-1.9110746
1026,-2.024386,-2.903802,-1.8958373
1027,-2.0226603,-2.8499253,-1.8927116
1028,-2.0608056,-2.632362,-1.8216571
1029,-2.019012,-2.866232,-1.8938681
1030,-1.9746974,-2.6455328,-1.77449
1031,-2.0137494,-2.6199615,-1.8412068
1032,-1.940573,-2.8687449,-1.9443846
1033,-2.2541919,-2.9035628,-1.9837552
1034,-1.7780637,-2.317192,-1.6808838
1035,-2.032291,-2.5690644,-1.7934614
1036,-2.090807,-2.8907797,-1.9138361
1037,-1.813556,-2.6340966,-1.7918236
1038,-1.8977994,-2.5694525,-1.8172765
1039,-1.8171009,-2.4338315,-1.7453383
1040,-1.9989911,-2.8895977,-1.858786
1041,-2.0367782,-2.6965384,-1.8910643
1042,-1.9419237,-2.581536,-1.7783488
1043,-1.9084382,-2.6034625,-1.8126277
1044,-1.9482831,-2.9213023,-2.0131521
1045,-1.9476159,-2.8064272,-1.8383032
1046,-1.9673871,-2.6266212,-1.8087113
1047,-1.9813232,-2.631069,-1.8121371
1048,-1.8738977,-2.6500602,-1.8041357
1049,-1.9190984,-2.6908145,-1.839774
1050,-1.952553,-2.6229045,-1.7748573
1051,-2.0038052,-2.772319,-1.8479055
1052,-1.7515306,-2.404617,-1.6736677
1053,-1.9678285,-2.960433,-1.9176183
1054,-1.873728,-2.6533823,-1.8335059
1055,-2.05362,-2.825764,-1.8978693
1056,-1.9939979,-2.6608026,-1.8319948
1057,-1.9017093,-2.7733927,-1.8200597
1058,-1.9139841,-2.6550379,-1.828841
1059,-1.5905249,-2.4639301,-1.6444422
1060,-1.9690071,-2.8395083,-1.9747131
1061,-1.656078,-2.4619787,-1.742534
1062,-1.937584,-2.6982536,-1.8246018
1063,-1.9822067,-2.6935105,-1.8246804
1064,-1.9901793,-2.8470995,-1.8745337
1065,-1.9910215,-2.7766178,-1.8806945
1066,-1.9166374,-2.618718,-1.7880844
1067,-1.9531082,-2.6525571,-1.8244534
1068,-1.8901856,-2.660221,-1.9376385
1069,-2.5165296,-2.2701428,-1.6624067
1070,-2.017865,-2.7738647,-1.8884773
1071,-1.999069,-2.6934543,-1.8285904
1072,-1.8178568,-2.5417142,-1.7587122
1073,-1.6630669,-2.3701918,-1.6786212
1074,-1.7601377,-2.5015461,-1.7514756
1075,-2.3602092,-3.3294008,-1.8450187
1076,-1.7752376,-2.8569143,-1.9160523
1077,-1.7233292,-2.0550997,-1.5695924
1078,-1.8578011,-2.589019,-1.8144064
1079,-2.0908532,-2.9341521,-1.8644035
1080,-1.7890244,-2.5764244,-1.747918
1081,-1.725557,-2.4617372,-1.6302682
1082,-2.2720191,-2.8532252,-1.9955462
1083,-2.0872407,-2.9586375,-1.9025638
1084,-2.0153587,-2.5900204,-1.7302563
1085,-1.989915,-2.723815,-1.8859749
1086,-2.078108,-3.036185,-1.9354336
1087,-1.9206855,-2.572364,-1.8175442
1088,-2.3756833,-2.690688,-1.831771
1089,-1.6642848,-2.393929,-1.6599314
1090,-1.8837149,-2.657775,-1.7937073
1091,-1.8221081,-2.633213,-1.8503772
1092,-2.3318605,-3.0057619,-2.005756
1093,-2.0679483,-2.7337117,-1.8825803
1094,-1.897402,-2.7136633,-1.8547043
1095,-2.0063355,-2.6066265,-1.8061188
1096,-2.1939323,-2.9486072,-1.9659722
1097,-1.8004004,-2.429024,-1.6994255
1098,-2.0352333,-2.911981,-1.8847572
1099,-1.8781852,-2.6056306,-1.7985989
1100,-1.72028,-2.4093785,-1.6326818
1101,-2.553828,-3.114633,-1.9190214
1102,-1.9968379,-2.643415,-1.8090054
1103,-1.9461484,-2.8123841,-1.853834
1104,-1.7944684,-2.423104,-1.6632308
1105,-1.8407949,-2.6191912,-1.7476876
1106,-2.07997,-3.0594807,-1.9522872
1107,-1.759529,-2.5384796,-1.7446462
1108,-1.9321241,-2.5211408,-1.8091403
1109,-1.7892233,-2.482036,-1.7533249
1110,-2.0071383,-2.8982465,-1.8786646
1111,-1.9994994,-2.789948,-1.8727626
1112,-2.000876,-2.7554135,-1.8461348
1113,-2.0038307,-2.6446168,-1.7721329
1114,-1.9904156,-2.7306545,-1.8433614
1115,-2.1544428,-3.1411693,-2.0070477
1116,-2.0622516,-2.7234771,-1.8799587
1117,-2.0386088,-2.9208152,-1.8916093
1118,-2.0854146,-2.740394,-1.9032342
1119,-1.8944938,-2.6131194,-1.827972
1120,-1.9624147,-2.8855126,-1.9503404
1121,-1.8832084,-2.443729,-1.7390108
1122,-1.8556184,-2.4643028,-1.7237623
1123,-1.8680794,-2.6260839,-1.7531426
1124,-1.7565078,-2.3603957,-1.6009626
1125,-2.2287188,-2.9160693,-1.9657788
1126,-1.5529964,-2.4322548,-1.659306
1127,-1.9098496,-2.829154,-1.9569861
1128,-1.6356828,-2.320248,-1.682805
1129,-1.9264144,-2.542891,-1.7306474
1130,-1.9842285,-2.688225,-1.8001099
1131,-1.9578204,-2.7076583,-1.8552408
1132,-2.5056362,-3.1393418,-1.8925204
1133,-1.8856032,-2.6203063,-1.792995
1134,-2.0335946,-2.9546852,-1.8913237
1135,-1.7729499,-2.4727564,-1.7162006
1136,-1.8252786,-2.4430664,-1.6498513
1137,-1.8532871,-2.7163491,-1.8823597
1138,-1.8839658,-2.4484115,-1.7844906
1139,-1.9880004,-2.6535823,-1.8746058
1140,-1.6175965,-2.3489504,-1.6492372
1141,-2.1753967,-2.8961918,-1.9340409
1142,-1.9222959,-2.653555,-1.7912016
1143,-2.0423322,-2.944239,-2.0439982
1144,-1.8995385,-2.5255446,-1.7226108
1145,-1.8407098,-2.4560676,-1.6378795
1146,-2.0998118,-2.9870393,-1.9812211
1147,-1.995101,-2.489694,-1.7642319
1148,-2.008946,-2.9128423,-1.8754469
1149,-2.1293654,-2.7657268,-1.9410615
1150,-1.9489155,-2.7152555,-1.8479767
1151,-1.8731208,-2.5389817,-1.7229967
1152,-1.9342276,-2.583377,-1.8017381
1153,-1.6244789,-2.2593246,-1.5740814
1154,-1.7375997,-2.4833167,-1.7091504
1155,-2.0656936,-2.7695715,-1.8285172
1156,-2.0109632,-2.7767544,-1.8792088
1157,-2.002692,-2.7171686,-1.7977585
1158,-1.7008815,-2.5717268,-1.7504612
1159,-1.8752662,-2.6210513,-1.7837046
1160,-1.9176171,-2.5831103,-1.7298019
1161,-2.0258298,-2.7983708,-1.9461979
1162,-2.002126,-2.786672,-1.9236685
1163,-1.8046943,-1.8497081,-1.5763097
1164,-1.8179009,-2.4604757,-1.6718767
1165,-1.85073,-2.7730963,-1.9177957
1166,-1.7018354,-2.3321493,-1.5329118
1167,-1.8469211,-2.2691002,-1.723191
1168,-2.1013312,-3.3294241,-1.9776498
1169,-1.7732544,-2.6258724,-1.8403822
1170,-2.0481539,-2.960524,-1.9627713
1171,-2.1251042,-2.8501232,-1.9078176
1172,-2.0197945,-2.7581758,-1.913521
1173,-1.8705561,-2.4931128,-1.7029665
1174,-1.9910809,-2.8577137,-1.8887548
1175,-2.0978537,-2.6662788,-1.8146393
1176,-2.2940717,-2.9701498,-1.9103189
1177,-1.9487314,-2.6320007,-1.849416
1178,-1.9108026,-2.7379262,-1.9095682
1179,-1.7364707,-2.3764205,-1.6388358
1180,-1.8968967,-2.5541618,-1.7671351
1181,-1.8037295,-2.5382855,-1.7204304
1182,-2.0852258,-2.8834875,-1.9513863
1183,-1.8040326,-2.1585572,-1.7161603
1184,-1.9660517,-2.8004315,-1.8391962
1185,-2.0072074,-2.896728,-1.9094946
1186,-1.6475499,-2.3881729,-1.5806865
1187,-1.5670439,-2.256958,-1.4830005
1188,-1.9071344,-2.605174,-1.7913799
1189,-2.0280087,-2.7819762,-1.862567
1190,-1.9726613,-2.4714217,-1.7190536
1191,-2.0259311,-2.680956,-1.820329
1192,-1.9952228,-2.6217055,-1.8073381
1193,-2.0109181,-2.8625998,-1.886764
1194,-1.9680377,-2.6782386,-1.8175428
1195,-1.9904834,-2.6397417,-1.7867187
1196,-1.6399317,-2.405571,-1.6828449
1197,-2.062085,-3.0323553,-1.9056103
1198,-1.9170356,-2.7232404,-1.8733447
1199,-1.904591,-2.5643163,-1.8323926
1200,-2.017401,-2.755193,-1.8507184
1201,-1.9913416,-2.7911792,-1.8693125
1202,-1.9917841,-2.7336113,-1.8424373
1203,-2.0754619,-2.9343336,-1.9474398
1204,-2.014359,-2.6966703,-1.8612098
1205,-2.123656,-2.6538775,-1.8357846
1206,-2.011696,-2.8536527,-1.8866265
1207,-1.9586211,-2.656334,-1.8235482
1208,-2.0511546,-2.9454494,-2.0146034
1209,-1.7795105,-2.4375522,-1.6846397
1210,-1.943014,-2.694012,-1.8453192
1211,-1.8182001,-2.7698727,-1.8602968
1212,-1.9114524,-2.682248,-1.8224636
1213,-1.6563538,-2.3586533,-1.5793537
1214,-1.9504033,-2.7674375,-1.813254
1215,-1.9868562,-2.6029742,-1.7519883
1216,-1.6808156,-2.4930162,-1.6695871
1217,-2.0958927,-2.8384259,-1.8780726
1218,-1.8750014,-2.5425606,-1.7678504
1219,-1.8648934,-2.761082,-1.8263415
1220,-2.0275538,-2.9913151,-1.903677
1221,-2.1853812,-2.9174416,-2.013994
1222,-1.8474365,-2.7436037,-1.8634912
1223,-2.0029075,-2.9969096,-2.0011587
1224,-1.9981381,-2.528992,-1.7779809
1225,-1.8272207,-2.4881132,-1.7597759
1226,-1.7818611,-2.6637235,-1.7769032
1227,-1.8333251,-2.6873927,-1.812165
1228,-1.9917858,-2.681379,-1.8367686
1229,-1.8268487,-2.7531142,-1.8888689
1230,-1.9372599,-2.6782324,-1.8646202
