,hospital_only,hglm,nn
220,0.034340136,-0.017850379,-0.018908812
221,0.06494488,-0.030237366,-0.018819988
222,-0.70338255,-0.30696005,-0.10207878
223,-0.087479606,0.06969175,0.051705543
224,0.00936369,0.18564302,0.04817161
225,0.0049412088,0.06477151,0.031877503
226,-0.111300826,-0.18113449,-0.04384127
227,0.09710004,0.17641622,0.07147633
228,0.010761445,0.10871796,0.007747004
229,0.16147971,0.028055618,0.02440948
230,0.3193873,0.14841312,0.2129545
231,0.018923333,-0.059057284,-0.025666246
232,-0.04711454,-0.13902076,-0.05199179
233,-0.043611165,0.01693703,-0.0041385833
234,-0.03406385,-0.089920044,-0.026187895
235,0.011747838,-0.070202,-0.01327616
236,-0.055726763,-0.07974017,-0.021721523
237,0.009501457,-0.21514605,-0.08186157
238,0.09157063,-0.016914727,0.05098332
239,0.09186672,0.14358419,0.05878227
240,0.092650086,0.056198098,0.08981721
241,0.046476297,-0.01960504,0.049080472
242,-0.08596334,0.048667587,0.054344937
243,0.036230374,-0.17157573,-0.08502731
244,0.287866,0.49052227,0.21560961
245,-0.124622464,-0.23861578,-0.12830892
246,-0.021965867,-0.017366355,-0.008504284
247,0.05885987,0.21529625,0.057150986
248,0.37611902,0.2503287,0.049951278
249,0.06122253,0.15805885,0.031494983
250,0.30608365,-0.05368116,0.015562361
251,0.04100258,0.0023554687,0.028757636
252,0.17082618,0.15616849,0.11582248
253,-0.25515828,-0.3638879,-0.22195217
254,0.35508636,0.35057428,0.294176
255,-0.078576125,-0.16081846,-0.060365584
256,0.02027353,0.25829226,0.08833267
257,-0.2565898,-0.24453665,-0.16760017
258,-0.20660032,-0.47298196,-0.29826114
259,-0.34280652,-0.3062195,-0.15534152
260,0.20219088,0.17033622,0.1361159
261,-0.0047350256,-0.16790013,-0.06348539
262,-0.14448354,-0.335505,-0.07490781
263,0.08092376,-0.020411259,0.086187154
264,-0.07292894,-0.35137206,-0.06575471
265,-0.074422024,-0.33051655,-0.119199425
266,0.06572569,0.108538456,0.11140849
267,-0.060690384,-0.08073644,-0.06391684
268,0.22063148,0.3065678,0.2530103
269,0.00068684155,-0.04802672,-0.051885843
270,0.116478786,-0.19762895,-0.079031415
271,-0.1782816,-0.44623655,-0.16695353
272,-0.14089072,-0.15260576,-0.04277266
273,0.13879937,0.50990623,0.239683
274,0.024271159,0.05966996,0.03637997
275,0.23846918,0.06058859,0.07388445
276,0.042914066,0.13554016,0.039547738
277,0.18947385,0.12412603,0.10524963
278,0.084944315,-0.059912592,-0.04576564
279,0.060666673,0.6416738,0.1666196
280,0.030344779,-0.04509689,-0.023268092
281,0.1918573,0.22357799,0.17405757
282,-0.035385236,-0.09896977,-0.0129699055
283,0.11089807,-0.069972366,-0.019004395
284,0.06764885,0.20698504,0.2379354
285,-0.07945351,-0.17723039,-0.107695
286,-0.173537,-0.15265127,-0.062138595
287,-0.020490753,0.031940598,-0.009258842
288,0.25887015,0.30354503,0.18462637
289,-0.049791656,-0.19988774,-0.0905066
290,-0.18469793,-0.31605887,-0.08554489
291,-0.23397243,-0.24774002,-0.050467934
292,0.26283452,0.28269312,0.18257867
293,-0.18479517,-0.21784163,-0.05294703
294,-0.002542413,-0.052447435,-0.0065692784
295,0.14974284,0.16428058,0.13545033
296,-0.20876451,-0.2642101,-0.07678303
297,-0.048236277,0.003612887,0.06418784
298,0.31455883,0.18853872,0.18573368
299,0.059200604,-0.07843197,-0.032637857
300,-0.07795701,-0.41991964,-0.13180655
301,0.33568177,0.21312588,0.19138624
302,-0.14858675,-0.2986434,-0.13223456
303,0.19860286,0.2572527,0.25277117
304,-0.010089278,0.15822382,0.08378372
305,-0.32733923,-0.45089555,-0.029439688
306,0.15309969,0.118960574,0.065014675
307,-0.122803956,-0.28409994,-0.07189854
308,-0.2501325,-0.275621,-0.018667435
309,-0.06820186,-0.26892358,-0.047257856
310,-0.040806223,-0.016013898,-0.019911155
311,-0.09803188,-0.0977582,-0.06804078
312,0.23218733,0.24069667,0.17911057
313,-0.22295508,-0.4851766,-0.15010019
314,-0.062766194,-0.2303233,-0.10965874
315,-0.14364026,-0.20026222,-0.068713754
316,0.035123974,-0.00096753455,-0.014444832
317,0.31940123,0.10707148,-0.07416849
318,0.2903683,0.18660095,0.10135396
319,-0.22779687,-0.24978629,-0.19673878
320,0.081489645,0.054360434,0.12201423
321,0.11986345,0.04221909,0.04343124
322,0.04039441,-0.029178329,-0.0030800097
323,0.11472428,0.19473489,0.092112705
324,0.2045129,0.183168,0.059231732
325,-0.25723872,-0.5484108,-0.23258908
326,0.055988096,0.04181335,0.030569237
327,0.054316532,-0.021873826,0.06774512
328,-0.057719406,0.26819098,0.14048164
329,-0.05273039,-0.26426154,-0.102002546
330,-0.20261218,-0.18324874,-0.12669821
331,0.2090496,0.07943731,0.0200063
332,-0.084100224,-0.13771515,-0.06710404
333,-0.11937078,-0.061627515,-0.014478212
334,-0.2159455,-0.5399343,-0.15301226
335,-0.1366532,0.15546407,0.15125082
336,0.21063596,0.22737014,0.19502977
337,0.0035171544,-0.16027103,-0.054729
338,0.0277632,-0.04295068,-0.020786123
339,-0.050776396,-0.12692358,-0.0602458
340,0.10422458,0.17611913,0.05903773
341,0.38105005,0.45727414,0.28803256
342,0.022745224,-0.23358557,-0.13242048
343,0.09355405,0.08963897,0.02078867
344,0.12012332,0.28119183,0.097122066
345,0.15693289,0.36994308,0.16035725
346,-0.29392725,-0.30399656,-0.122610815
347,-0.03086861,0.040391214,-0.0017647881
348,0.19944502,0.17720227,0.09950116
349,-0.02006607,0.040838208,0.078148305
350,-0.05767487,-0.27543676,-0.05396862
351,0.044647723,-0.03716173,0.038966794
352,-0.05979237,6.36552e-05,-0.0074855774
353,-0.39188537,-0.5446921,-0.12760526
354,-0.12682565,-0.14114027,-0.045244664
355,0.05918308,0.2275477,0.1003526
356,-0.016811103,-0.018330611,0.04072791
357,0.045384172,-0.19572735,-0.11093575
358,-0.03369568,0.059796125,0.079111904
359,0.017799946,0.20003237,0.06237014
360,0.12720859,0.27730724,0.20993635
361,-0.06204263,-0.40444452,-0.121525675
362,0.024526557,-0.027804181,0.03045473
363,0.07093781,-0.20322964,-0.061276004
364,0.11512037,0.15420732,0.17995867
365,0.013105027,-0.17861696,-0.17993638
366,0.24285723,0.2525686,0.26771888
367,-0.11220295,-0.17172909,-0.11526591
368,-0.08255105,-0.07899132,-0.040582594
369,0.10257727,0.21929985,0.21556675
370,0.06308382,0.19132446,0.04631345
371,0.12519628,0.14769025,0.113557145
372,-0.1058981,0.031541016,0.031768925
373,-0.062616974,-0.02059659,-0.03224889
374,0.121962175,-0.13567623,0.0033839324
375,-0.18988997,-0.30139717,-0.15610194
376,0.24436437,0.12421217,0.13194034
377,0.050506834,0.02914499,-0.0075598536
378,-0.057185624,-0.12224066,-0.06312944
379,0.0066278884,-0.027693689,0.00060494454
380,0.20519635,-0.0078072855,0.04028241
381,-0.0989111,-0.35285798,-0.08919996
382,-0.06533364,0.013893912,0.11250786
383,-0.026267456,-0.10848608,-0.059194293
384,-0.24085052,-0.25905108,0.0011658686
385,-0.08224617,-0.22738843,-0.05606301
386,-0.07874158,-0.1347466,-0.08384992
387,-0.26757312,-0.27030167,-0.114976406
388,0.3033373,0.23269786,0.14945154
389,-0.010279487,0.09857718,0.030906858
390,-0.17723417,-0.17418261,-0.13588978
391,-0.23482151,-0.55836505,-0.16496423
392,0.099195376,0.10726784,0.04058624
393,-0.072589755,-0.32105204,-0.07799714
394,0.029226681,-0.17438367,-0.076062374
395,0.00930709,-0.0982437,-0.017901061
396,-0.09131948,-0.058889188,-0.052127402
397,-0.0047226427,-0.19972357,-0.076094866
398,0.06361507,0.07722373,0.001032016
399,0.0172146,0.27112213,0.12576519
400,-0.13316756,-0.2735778,-0.0793664
401,-0.1878502,-0.22582725,-0.093685865
402,-0.0029393234,-0.10544867,-0.0374562
403,-0.026908679,-0.18481481,-0.042099882
404,-0.11844635,-0.28663832,-0.08651611
405,0.04545845,0.021409724,0.013642975
406,-0.040410567,-0.07975058,0.016972426
407,-0.10235087,-0.09590993,-0.056461655
408,0.09799391,0.11090877,0.17747338
409,0.023512157,0.14837196,0.10428697
410,0.19756858,0.25016606,0.16169778
411,-0.018870322,-0.042235337,0.042789467
412,0.11619864,0.029209819,0.020524437
413,0.08335789,-0.06416969,-0.068740584
414,0.25841907,0.5826069,0.2904421
415,0.3195701,-0.034788527,0.04572319
416,-0.04424087,-0.0724922,-0.01021842
417,0.1584196,0.21431816,0.11622193
418,0.0131928865,0.003343437,-0.07925759
419,0.26558524,0.53657645,0.21371213
420,0.017300509,-0.0937255,-0.08159952
421,-0.13651352,-0.317923,-0.19156526
422,0.037648097,-0.070268594,0.022771226
423,-0.115804985,-0.057481386,-0.073631614
424,0.044836845,-0.062828034,-0.022840006
425,0.018765712,-0.16160975,-0.056346994
426,0.20921,0.17343609,0.12114732
427,-0.012905968,-0.06615039,-0.0023910939
428,0.009550987,-0.061469033,0.029064618
429,0.1434048,0.08339498,0.08809999
430,-0.03796536,0.12775101,0.056703843
431,-0.0042521073,0.050949384,0.007584166
432,-0.19585516,-0.3617386,-0.10140964
433,-0.079351924,-0.099859826,-0.06510655
434,-0.15522929,-0.1437611,-0.05344227
435,0.12745051,0.45228434,0.12632261
436,0.07878866,0.005072801,-0.0042025475
437,-0.13219157,-0.556335,-0.11704472
438,0.09113704,0.092513375,0.041541483
439,-0.054115523,0.2214557,0.1456789
440,-0.03872263,0.022390723,0.008673523
441,-0.0023043696,0.068246074,0.026499482
442,0.055743996,0.07051708,0.07990006
443,-0.17055371,-0.2607648,-0.14025411
444,-0.09489843,-0.1426659,-0.10636478
445,0.10065595,-0.03316986,0.048044257
446,-0.1515635,-0.3759345,-0.12302293
447,-0.38228953,-0.47645313,-0.03235953
448,-0.0634537,-0.17422417,-0.02854336
449,-0.01095832,0.0071408683,0.01788796
450,-0.22020122,-0.10983837,0.0020931978
451,-0.12628612,-0.23596478,-0.23028536
452,-0.011504111,-0.15476656,-0.02637914
453,0.101547524,0.023482986,0.029784516
454,0.09727657,0.33212268,0.097260386
455,0.122906715,0.16891156,0.07902156
456,0.11100712,0.12415704,0.06918444
457,-0.19709453,-0.3028599,-0.17401974
458,0.005471384,-0.054857884,-0.04543512
459,-0.030434122,-0.2137891,-0.12219506
460,-0.04231672,-0.007973164,-0.05172339
461,-0.04657414,0.3639821,0.07547328
462,-0.04098443,0.040532146,0.11806728
463,0.0061096027,0.033419214,0.01782922
464,0.019774605,-0.061814263,0.008034364
465,-0.091572426,-0.24479698,-0.10302313
466,-0.037403222,0.03764175,0.036749717
467,0.050189223,-0.025692042,0.0021519046
468,0.0028569766,-0.109578885,-0.0018339871
469,-0.04541863,-0.022819497,0.01749011
470,-0.031226985,-0.22064342,-0.13275707
471,-0.4276256,-0.30033478,-0.21969493
472,-0.020761775,-0.17024195,-0.08943984
473,-0.023960723,-0.2420603,-0.110129304
474,0.0075334185,-0.033360835,-0.0014597243
475,-0.06799888,-0.12751117,-0.0406776
476,-0.07554752,-0.2732849,-0.058020134
477,-0.46285167,-0.3765248,-0.10673152
478,0.053718638,-0.06737133,0.0019562538
479,-0.21471578,-0.30853984,-0.059725918
480,0.047833603,-0.049540814,-0.04191719
481,0.10361073,-0.0014600682,0.017141342
482,0.12553307,0.26052517,0.17844
483,-0.033414464,-0.21585324,-0.10279291
484,0.08186364,-0.0008945485,0.0023694676
485,-0.09960757,-0.052255902,0.0084265005
486,0.07655607,0.3597687,0.10669199
487,-0.043699097,-0.07495715,0.0055451286
488,-0.18264125,-0.60905594,-0.020451725
489,0.1805814,0.36979786,0.17314203
490,-0.29207304,-0.23081014,-0.10952818
491,-0.07758842,-0.21535262,-0.14633012
492,-0.17695566,-0.24331449,-0.10300742
493,-0.16781262,-0.25675735,-0.07739043
494,-0.08995741,-0.08290064,0.0010538229
495,-0.19417816,-0.1721988,-0.066103615
496,-0.0019455778,0.1194872,0.06256102
497,0.16872935,0.029483143,0.010047319
498,-0.10343431,-0.14017057,-0.13013873
499,-0.23854615,-0.20991187,-0.08709545
500,-0.10861662,-0.16258618,-0.067825764
501,0.0047566057,0.070755504,0.018206859
502,0.0014929624,-0.041491292,-0.035177454
503,0.2651844,0.04176276,0.086627506
504,0.26580152,0.31976473,0.28012612
505,-0.041049093,-0.08977272,-0.017173678
506,0.17544033,0.15388896,0.15681805
507,0.006623816,-0.020533673,-0.004229839
508,0.0054726475,-0.31531584,-0.09904427
509,0.034537375,0.0707583,0.023637988
510,0.24034223,0.15574883,0.1431481
511,-0.025627231,-0.28873324,-0.06713366
512,0.1658044,0.18346637,0.10035578
513,-0.014218866,0.06918569,0.049356554
514,-0.13144426,-0.18228425,-0.101907864
515,0.022348514,0.16402881,0.072943844
516,-0.15256129,-0.17444201,-0.124566935
517,-0.021518707,-0.024730634,-0.022435637
518,0.010899598,0.18025087,0.15638039
519,-0.37931937,-0.3828519,-0.1830499
520,-0.02908903,-0.18349622,-0.05633658
521,0.018384116,-0.08088773,-0.0065770294
522,-0.18495375,-0.2878424,-0.10810374
523,-0.08373738,-0.38748196,-0.06313172
524,0.18759361,0.26885477,0.22939295
525,0.0779574,0.14243425,0.07578706
526,-0.06684951,-0.25506642,-0.104548216
527,0.10663036,0.09059164,0.050187636
528,0.12878422,-0.022229996,0.01708083
529,0.06877439,0.054543946,0.04474695
530,0.0762467,-0.014562916,-0.025382088
531,-0.020048015,-0.11988217,-0.029445378
532,-0.038826328,-0.11544042,-0.09457612
533,-0.17754196,0.0334305,0.0350734
534,0.15754786,-0.055706352,-0.055274136
535,-0.067403056,-0.008457605,-0.010736623
536,-0.10348557,-0.19844782,-0.07308204
537,-0.072909325,-0.16173965,-0.06929063
538,0.16055904,0.20179309,0.08855282
539,-0.060037114,-0.0043874388,-0.0151440045
540,-0.14924155,-0.29256287,-0.13021407
541,0.0051745735,0.03572075,0.03648124
542,0.15429954,0.10813307,0.09288157
543,-0.14491148,-0.18030441,-0.07486285
544,-0.17886338,-0.27925423,-0.12748542
545,-0.14180592,-0.14712642,-0.03507337
546,-0.10873785,-0.12906076,-0.032507706
547,0.17106198,0.31271318,0.13889147
548,-0.06288347,0.010366547,0.043801285
549,-0.03363945,0.03980656,0.093800634
550,-0.23494573,-0.29163638,-0.1848551
551,-0.12159921,-0.09664106,-0.035205774
552,-0.08432046,-0.257661,-0.16861588
553,-0.046923604,-0.10403968,-0.05403645
554,0.02965238,-0.12838244,-0.06856627
555,-0.12702286,-0.5155036,-0.095008455
556,-0.14138535,-0.1105615,-0.05883743
557,-0.050940897,-0.075186156,-0.03297418
558,-0.10030396,-0.10345089,-0.071327165
559,0.14371222,0.26352048,0.17717686
560,-0.09910846,-0.08687926,-0.040707484
561,-0.05594319,-0.20698531,-0.086106285
562,-0.057030592,-0.13654634,-0.04951865
563,-0.020341713,-0.08118384,0.009420844
564,0.20835471,0.02251607,-0.04845877
565,0.02435067,0.12807555,0.032578513
566,-0.0389458,-0.07010119,-0.01093717
567,0.122682266,0.07667872,0.07072754
568,0.010364235,-0.043693166,-0.0042117573
569,-0.0070497487,0.032953802,0.010825182
570,0.1351027,0.43676847,0.12944777
571,0.09796642,0.052453928,0.02976804
572,-0.038069133,-0.12428961,-0.06609958
573,-0.42515266,-0.43432173,-0.30234578
574,-0.25865623,-0.4155422,-0.13475785
575,-0.12678002,-0.27363542,-0.041224763
576,-0.08413282,-0.15171248,-0.10595486
577,-0.06744647,-0.26488185,-0.04963513
578,0.104849346,0.0646911,0.07626797
579,-0.06368392,-0.17115036,-0.064323105
580,-0.053940818,-0.15405029,-0.091112934
581,-0.026108945,-0.052920442,-0.0021622225
582,0.05250516,0.08089567,0.015351165
583,-0.049250845,-0.025785068,-0.0021017706
584,0.0781347,-0.12951845,-0.036482118
585,0.0058501046,0.100093365,0.068949655
586,0.014628498,-0.022855803,0.045793924
587,-0.011186246,-0.17431776,-0.061372608
588,0.004099147,-0.015031217,0.0037971851
589,0.36067182,0.35371494,0.21443391
590,0.009780974,-0.026437867,0.06627346
591,0.038088772,-0.030275987,-0.017362513
592,-0.2494701,-0.19127557,-0.21710072
593,0.14626084,0.23925827,0.2811722
594,-0.02549363,-0.15050822,-0.029422434
595,0.023684837,0.099502355,0.058223322
596,0.0014205829,-0.04429855,0.029565293
597,-0.06895052,-0.22742707,-0.059217066
598,-0.017340159,0.054091956,0.016600471
599,0.13806805,0.21241637,0.16150475
600,0.0662172,-0.016540159,-0.012767104
601,0.080310665,0.14416519,0.14885493
602,0.0595864,0.06726964,0.07358373
603,0.14535482,-0.056533538,-0.028882485
604,-0.02604765,-0.13354234,-0.088259734
605,0.04149679,0.020836154,0.0033530346
606,-0.18993495,-0.34014016,-0.18904138
607,-0.12894306,-0.3724489,-0.13926026
608,0.074444346,0.19625817,0.054960307
609,-0.08597439,-0.1459634,-0.0314242
610,-0.22129855,-0.26207045,-0.100862466
611,-0.09601375,0.06732838,0.034105532
612,0.0945745,0.052196525,0.07513513
613,-0.11064424,-0.29570195,-0.10090844
614,0.08839935,0.20955469,0.010017625
615,0.05907611,0.007659328,-0.019748932
616,-0.039774172,-0.09460312,-0.026445644
617,-0.053771734,-0.31043673,-0.056254845
618,-0.0032858863,0.023560114,0.042794578
619,-0.19883816,-0.35931256,-0.05940019
620,0.03424901,-0.07563688,0.01502492
621,-0.19706197,-0.07230269,0.0045222095
622,-0.07447674,-0.1734162,-0.04662503
623,-0.045852035,-0.18903854,-0.08148987
624,0.03870446,0.015536909,0.022047952
625,-0.00057755155,0.16064885,0.010223613
626,0.34552023,0.16885258,0.16808686
627,0.03564236,0.07820972,-0.007706393
628,-0.12609535,-0.16518293,-0.018419571
629,-0.14884983,-0.44426945,-0.09936204
630,0.0946894,0.20798272,0.19218706
631,0.3322921,0.19554539,0.11888919
632,-0.36109048,-0.20859516,-0.04479754
633,0.18333873,0.15801388,0.04000062
634,-0.09906953,-0.24560101,-0.15553942
635,0.01984919,-0.009571444,-0.03083301
636,-0.22600049,-0.4552466,-0.12405682
637,0.019548634,-0.0056209452,-0.021856677
638,-0.008598658,-0.051057536,-0.030305969
